% FeatureNames: a,b,c,d,e,f,g,h,i,j
% Inputs/Outputs: 10,0

2.53993458970621,6.20183985925115,-0.748442858904684,3.89429299722472,1.97188226804459,4.86396136925966,4.83631947620468,7.31584513629101,2.50351086376345,3.44573038365425
3.222019219762,7.40406184998688,-0.183920506211059,4.34306595876606,3.44536071098287,6.89860481257311,0.668672784693317,3.91297586343932,1.50076699530957,3.71051943171981
-0.330597286125534,4.19416217660114,-0.684128692315819,5.59735429832798,-0.493464234556889,2.07490461421429,1.96954579163348,4.97513424033578,1.52741971182628,4.16654893690604
2.10314661803367,2.97076001962543,1.70716403307823,4.9537123641943,-0.393679772200345,3.65966531925844,3.50183800402061,6.22624560519835,1.51134747780891,3.84302426688243
2.33999030875823,5.03780722218664,-0.230932929510771,4.70589546580074,2.50881392222067,5.40129084033675,4.71624229083436,7.21780252902445,0.832646943304112,5.65875285521354
1.14180144138657,4.37672084930035,1.72789837180382,3.9957616196615,1.46638130567636,3.72722550453285,5.58884056133206,7.93027606037454,3.90416755441482,2.62698888795217
2.79390619208898,7.01949200838136,4.88389405722113,5.93573219278465,3.88848514330276,4.80838341765376,1.5332231956964,4.61887834517181,4.14987460868741,3.05777795933772
2.00956819305271,5.18867319085175,2.503139121934,6.61122599578257,4.02169834403735,6.06338376252503,4.5193471802191,7.05703836189198,4.61917540457432,4.71361673799059
3.83298278294459,4.27894394657185,0.334147841931762,4.35082352643251,3.59990002238116,5.09509581201529,1.5064889235655,4.59704989999205,3.78415477601953,4.4065959056794
2.55354343576194,4.30710387940537,3.41432536233443,6.22945546376421,2.63485525856242,6.79370398553437,3.94577244644429,6.58871652111752,-2.28950673659113,5.79011293895724
4.64026939199985,3.6068121421747,3.03537678776936,5.37250722753118,3.74639576189176,7.90520279247899,3.68256502481511,6.37380859567699,3.00319531224247,6.54595457387084
4.49153933477789,3.33537916662453,2.36089668721651,3.14943104508913,0.904318216684894,5.65700562779449,2.02508964064549,5.02048559811746,0.996706594753455,5.75214309370093
0.671575477999131,7.4318081928,5.24342518338677,3.81790458044584,3.65910879690611,5.08635546117122,-1.85290249769813,1.85411823910674,0.919712798193848,6.78264755621503
-1.36122096209715,6.88162279159312,3.76041458218904,7.65259088549885,2.44608182573206,4.1141376954161,5.76215929785289,8.07179019027324,4.71715575234858,4.29278165418478
3.30773826468954,4.40442892381462,1.05499301698881,1.6664867531223,4.32030961448528,6.71350901065266,4.1481799697451,6.75398160261851,4.32153022521099,5.63123331076943
1.23840217670626,3.92806234429708,2.96034259193851,5.94520517579193,-0.909255218207806,3.70314799085629,1.31611407540304,4.44160948847887,1.01654711573097,6.84308025951388
4.55813982742596,4.07418686498403,0.601299046062266,6.93792420435772,2.70797422604987,6.59871063093,0.215914807412462,3.54330055508576,3.28157162120664,4.58629551412584
3.56881899778339,3.43777480421817,2.6584349625965,8.64437234044972,1.06822004527565,4.46258068811407,4.6148902218536,7.13504891021359,0.995055971867288,5.19987912333525
